brand,title,rating,totalReviews,price,originalPrice
Xiaomi,"Unlocked GOLD Xiaomi Mi A2, 4GB 64GB, Dual SIM standby, Global Version, 5.5 inch Smartphone Android One, Dual Rear 12.0MP Camera Snapdragon 625",4.2,453,159.49,0.0
Motorola,"Motorola Moto G6 Play 16GB - 5.7"" 4G LTE Unlocked Smartphone, US Version, XT1922-9 (Deep Indigo)",2.0,4,154.97,0.0
Nokia,"Nokia 8110 (TA-1059) 512MB/4GB 2.45-inches Factory Unlocked, International Stock (Yellow)",2.9,22,61.99,0.0
Samsung,Samsung Galaxy Note 5 SM-N920T 32GB Platinum Gold - T-Mobile,3.7,9,344.91,0.0
Samsung,Samsung Galaxy Note 5 N920A 64GB - Gold Platinum (AT&T),4.0,12,0.0,0.0
Samsung,"Samsung Galaxy Note 9 Factory Unlocked Phone with 6.4"" Screen and 128GB (U.S. Warranty), Ocean Blue",4.1,873,781.05,999.99
Samsung,"Samsung Galaxy Note9 128GB (Single-SIM) SM-N960F (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Ocean Blue)",3.0,9,599.99,0.0
Apple,"Apple iPhone 8, AT&T, 64GB - Red (Renewed)",4.0,16,320.0,499.99
Motorola,"Motorola e5 Play 16GB Smartphone , Black",3.8,52,0.0,0.0
Xiaomi,"Xiaomi Redmi 6-64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",4.2,20,137.57,0.0
Samsung,Samsung Galaxy S7 32GB GSM Unlocked Smartphone for GSM Carriers - Black,3.2,5,0.0,0.0
Xiaomi,"Xiaomi Mi A2 Lite (64GB, 4GB RAM) 5.84"" 18:9 HD Display, Dual Camera, Android One Unlocked Smartphone - International Global LTE Version (Gold)",4.3,149,154.49,0.0
Samsung,Samsung Galaxy J7 Refine - Virgin Mobile - Prepaid Cell Phone - Carrier Locked,3.4,42,220.0,0.0
Samsung,Samsung Galaxy Note 9 SM-N960F/DS 128GB/6GB 6.4? QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA) (Ocean Blue) - Ocean Blue,4.3,80,648.0,849.99
Samsung,"Samsung Galaxy J8 (2018) J810M 32GB 3GB RAM 6.0"" Octa-Core 1.8GHz 4G LTE GSM Single SIM 16.0 MP Factory Unlocked Fingerprint International Version, No Warranty (Black)",4.4,5,269.99,0.0
Samsung,Samsung - Galaxy Note 9 (AT&T) - (Factory Unlocked) Ocean Blue - 128 GB,3.8,10,669.99,999.99
Motorola,"Motorola Moto G4 Plus XT1642 4G LTE Dual SIM Factory Unlocked No Warranty Octacore (NO CDMA) 5.5 Inches (Black, 32GB)",3.0,3,139.0,0.0
Samsung,"Samsung Galaxy Note 9 SM-N9600 Dual SIM (128GB/6GB, Lavender Purple) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty)",4.1,55,575.0,0.0
Samsung,Samsung Galaxy Note9 N9600 128GB Unlocked GSM Duos Phone w/Dual 12MP Camera - Midnight Black (International Version) (No Warranty),4.2,39,619.97,649.99
Samsung,"Samsung Galaxy Note 9 (SM-N960F/DS) 6GB / 128GB (Ocean Blue) 6.4-inches LTE Dual SIM (GSM ONLY, NO CDMA) Factory Unlocked - International Stock No Warranty",4.4,85,699.99,0.0
Xiaomi,"Xiaomi Mi 8, 6-64GB, Unlocked, Global Version (Black)",4.5,60,268.99,0.0
Samsung,"Samsung Galaxy Note 9 SM-N960F/DS 512GB/8GB (Midnight Black) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA)",4.1,10,729.29,0.0
ASUS,"Asus - ZenFone Live with 16GB Memory Cell Phone, 5.5"" IPS Touch Screen (Unlocked) - Midnight Black",5.0,1,94.45,99.25
Motorola,Motorola Moto Z3 MOTXT192917 GSM/CDMA LTE Unlocked Droid Edition 5G Capable - Ceramic Black,3.6,12,449.0,699.95
Samsung,Samsung Galaxy Prime 16GB J327 J3 AT&T T-Mobile Unlocked Smartphone - Silver (Renewed),3.6,108,93.99,0.0
Samsung,"Samsung Galaxy Note 9 SM-N960F/DS 512GB/8GB (Metallic Copper) 6.4"" QHD+ sAMOLED Factory Unlocked GSM (No CDMA) - International Version (No Warranty in The USA)",4.8,18,677.0,0.0
Samsung,Samsung Galaxy Note 5 N920A 64GB at&T GSM Unlocked - Gold Platinum,3.8,10,366.73,0.0
ASUS,ASUS ZenFone V Smartphone - Verizon Exclusive Model - 32GB - Saphire Black (Renewed),2.8,4,96.98,0.0
Samsung,Samsung Galaxy S8 G950U 64GB - Prepaid Boost Mobile (Orchid Gray),3.2,5,0.0,0.0
Samsung,Samsung Galaxy J3 (2018) J337A 16GB Unlocked GSM 4G LTE Phone w/ 8MP Camera - Black,3.4,18,148.49,169.99
Xiaomi,"Xiaomi Pocophone F1 128GB Graphite Black, Dual Sim, 6GB RAM, Dual Camera, 6.18"", GSM Unlocked Global Model, No Warranty",4.3,237,314.5,0.0
Samsung,Samsung SM-J737VZKAVZW Galaxy J7 V 16GB (2018) 2nd Edition for Verizon (Renewed),3.6,15,88.0,93.99
Sony,"Sony Xperia XZ3 Unlocked Smartphone, 64GB - 6.0"" OLED Screen -Forest Green (US Warranty) [Phone ONLY Version]",4.1,83,0.0,0.0
Xiaomi,"Xiaomi Redmi 6 - 64GB + 4GB RAM, Dual Camera, Dual SIM GSM Factory Unlocked Smartphone - International Global 4G LTE Version - No Warranty (Black)",4.1,57,139.48,0.0
Samsung,"Samsung Galaxy J2 Core 2018 International Version, No Warranty Factory Unlocked 4G LTE (USA Latin Caribbean) Android Oreo SM-J260M Dual Sim 8MP 8GB (Black)",4.1,300,85.0,0.0
Samsung,Samsung Galaxy Note9 Factory Unlocked Phone with 6.4in Screen and 128GB - Ocean Blue (Renewed),4.1,1,399.0,0.0
Motorola,"Motorola Moto E5 Play XT1920-19 Factory Unlocked 16GB Dual SIM 1GB RAM 4G LTE 5.3"" LCD Display 8MP International Version (Black)",3.8,117,89.99,159.99
Samsung,Samsung Galaxy S8 64 GB Unlocked Phone with FREE Cellairis Phone Case & Screen Protector,3.2,2,693.58,0.0
Samsung,Samsung Galaxy S9 Enterprise Edition 64 GB Unlocked Phone With FREE Cellairis Phone Case & Screen Protector,1.0,1,826.69,0.0
Samsung,"Samsung Galaxy Note 5 N920A, Black 32GB - at&T GSM Unlocked",3.3,50,262.49,299.99
Nokia,"Nokia 7.1 - Android 9.0 Pie - 64 GB - Dual Camera - Dual SIM Unlocked Smartphone (Verizon/AT&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.84"" FHD+ HDR Screen - Steel - U.S. Warranty",3.3,484,209.0,0.0
Samsung,Samsung Galaxy Note 8 N950U 64GB Unlocked GSM 4G LTE Android Smartphone w/Dual 12 MegaPixel Camera (Renewed) (Midnight Black),4.2,551,324.99,0.0
Motorola,Motorola Moto G5S Plus Unlocked GSM Android Smartphone (Blush Gold),3.2,52,129.99,0.0
Nokia,"Nokia 5 - Android 9.0 PIE - 16 GB - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.2"" Screen - Blue",3.7,20,89.0,0.0
Xiaomi,"Xiaomi Redmi Note 6 Pro 64GB / 4GB RAM 6.26"" Dual Camera LTE Factory Unlocked Smartphone Global Version (Black)",4.3,441,179.5,0.0
Google,Google Pixel 3 XL 64GB Unlocked GSM & CDMA 4G LTE Android Phone w/ 12.2MP Rear & Dual 8MP Front Camera - Just Black (Renewed),4.0,212,319.97,344.0
Apple,Apple iPhone 8 a1905 64GB LTE GSM Unlocked (Renewed),3.7,29,299.0,328.97
Google,Google Pixel Phone 3-64GB Clearly White (Renewed),3.9,99,303.9,320.95
Motorola,Motorola Moto E5 Cruise Unlocked 4G LTE (Cricket) Single Sim 16GB 2GB Ram 8MP XT1921-2 Android 8.0 Desbloqueado,5.0,1,116.7,0.0
Sony,"Sony H3123 - Black/SBH-90C/SCSH10 Xperia XA2 Accessory Bundle, (Bundle Includes: 1 Xperia XA2, 1 SBH90C Bluetooth Headset, 1 Flip Phone Case), Black",3.9,209,370.74,0.0
Motorola,Motorola Moto E5 Play Smartphone 16GB Verizon Wireless Prepaid - Carrier Locked to Verizon Prepaid,4.0,28,0.0,0.0
Samsung,Samsung Galaxy S9 G960U Verizon + GSM Unlocked 64GB (Midnight Black),3.6,29,454.98,0.0
Motorola,Motorola Moto Z3 MOTXT192917 Verizon Locked Edition 5G Capable - Ceramic Black (Renewed),3.5,22,199.0,0.0
HUAWEI,"Huawei Mate 20 Lite SNE-LX3 64GB (Factory Unlocked) 6.3"" FHD (International Version) (Black)",4.4,422,229.98,299.99
Samsung,Samsung Qi Certified Fast Charge Wireless Charging Pad for Qi Compatible Smartphones with Built-in Cool Fan - Retail Packaging - Black,4.0,20,26.43,0.0
Samsung,Samsung Galaxy S9 SM-G960U 64GB for T-Mobile (Renewed),3.6,32,319.0,0.0
Motorola,"Motorola Z2 Force (Super Black, ATT GSM Unlocked)",3.9,7,399.99,0.0
HUAWEI,"Huawei Mate 20 HMA-L29 Dual-SIM 128GB (4GB RAM, 6.53"" inch, Android) (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone (Black) - International Version",4.0,1,499.0,0.0
,ROG Phone Gaming Smartphone ZS600KL-S845-8G512G - 6” FHD+ 2160x1080 90Hz Display - Qualcomm Snapdragon 845 - 8GB RAM - 512GB Storage - LTE Unlocked Dual SIM Gaming Phone - US Warranty,3.9,126,549.0,599.0
Samsung,"Samsung Galaxy S9 SM-G9600 Dual Sim 5.8"", Super AMOLED, 64GB,4 GB RAM Factory Unlocked No Warranty - Sunrise Gold",3.9,2,509.99,0.0
Samsung,Samsung Galaxy Note 8 N950U 64GB - T-Mobile (Orchid Gray),4.1,14,499.98,0.0
Xiaomi,"Xiaomi Mi 8 Lite (64GB, 4GB RAM) 6.26"" Full Screen Display, Snapdragon 660, Dual AI Camera's, Factory Unlocked Phone - International Global 4G LTE Version (Black)",4.5,242,194.99,249.99
HUAWEI,"Huawei Y9 2019 JKM-LX3 6.5"" HiSilicon Kirin 710 64GB 3GB RAM Dual SIM A-GPS Fingerprint -Glonass No Warranty US (Blue)",4.5,85,186.9,195.96
Samsung,Samsung Galaxy S9 - GSM Unlocked - 64GB (Renewed) (Midnight Black),5.0,2,380.4,0.0
Google,Google Pixel 3 Verizon 64GB Black,3.8,63,464.0,799.99
Samsung,Samsung Galaxy Note 5 N920A 32GB GSM Unlocked - White,3.2,16,240.0,0.0
Samsung,Samsung Galaxy S8+ Certified Pre-Owned Factory Unlocked Phone - 6.2Inch Screen - 64GB - Midnight Black (U.S. Warranty) (Renewed),4.2,11,344.99,0.0
Samsung,Samsung Galaxy S8 Certified Pre-Owned Factory Unlocked Phone - 5.8Inch Screen - 64GB - Midnight Black (U.S. Warranty)(Renewed),3.9,84,333.48,0.0
HUAWEI,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Black)",4.6,153,459.99,0.0
Samsung,"Samsung Galaxy J7 2018 (16GB) J737A - 5.5 HD Display, Android 8.0, Octa-core 4G LTE at&T Unlocked Smartphone (Black)",4.0,54,209.99,0.0
Google,Google - Pixel 3 XL with 64GB Memory Cell Phone (Unlocked) - Just Black,4.5,118,588.53,899.0
Samsung,Samsung Galaxy S8 Active 64GB SM-G892U Sprint CDMA/GSM Unlocked - Meteor Gray (Renewed),3.3,15,278.99,0.0
Samsung,"Samsung Galaxy S6 G920 32GB Unlocked GSM 4G LTE Octa-Core Smartphone, Gold Platinum",3.4,184,0.0,0.0
Xiaomi,"Xiaomi Mi 8 Pro (128GB, 8GB RAM) with In-Screen Fingerprint Reader, Dual Camera's, 6.21"" AMOLED Display, Factory Unlocked - Global Version No Warranty (Transparent Titanium)",4.0,26,293.99,0.0
OnePlus,OnePlus 6T A6013 128GB Storage + 8GB Memory Factory Unlocked 6.41 inch AMOLED Display Android 9 - Mirror Black US Version,4.2,86,599.99,0.0
Samsung,Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked - Lavender Purple (Renewed),4.2,57,409.99,0.0
Samsung,Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked - Ocean Blue,4.5,9,0.0,0.0
Apple,"Apple iPhone Xs Max, 256GB, Space Gray - Fully Unlocked (Renewed)",4.1,230,664.99,0.0
Google,"Google Pixel 2 64GB, Google Unlocked Smartphone, Kinda Blue (Renewed)",3.1,6,158.0,174.0
Samsung,Samsung Galaxy J7 J727A 16GB AT&T Branded GSM Unlocked (Black) (Renewed),3.6,38,110.0,0.0
Apple,"Apple iPhone XS, 256GB, Gold - Fully Unlocked (Renewed)",3.9,198,574.99,0.0
Samsung,Samsung Galaxy Note 9 128GB Smartphone for AT&T - Midnight Black (Renewed),3.7,14,456.7,0.0
Samsung,"Samsung Electronics 32GB A6 Factory Unlocked Phone - 5.6"" - Black (U.S. Warranty)",4.3,21,333.0,359.99
Samsung,"Samsung Galaxy A50 A505G 64GB Duos GSM Unlocked Phone w/Triple 25MP Camera - (International Version, no Warranty) - White",4.1,125,299.5,0.0
Samsung,"Samsung Galaxy J3 2018 (16GB) J337A - 5.0"" HD Display, Android 8.0, 4G LTE AT&T Unlocked GSM Smartphone (Black)",4.1,137,109.0,129.99
Samsung,Samsung Galaxy S9+ T-Mobile - 64gb - Midnight Black - (Renewed),3.8,3,344.95,0.0
Google,"Google Pixel 3, Verizon, 64 GB - Clearly White (Renewed)",1.4,2,310.99,0.0
Nokia,"Nokia 3 - Android 9.0 Pie - 16 GB - Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.0"" HD Screen - Copper",2.7,12,79.0,0.0
Samsung,"Samsung Gusto 3, Royal Navy Blue (Verizon Wireless Prepaid) (Renewed)",3.2,3,94.99,0.0
Nokia,Nokia 6.1 - Android 9.0 PIE - 32GB microSD - Single Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.Screen - Black,3.4,40,0.0,0.0
Samsung,Samsung Galaxy Note 9 Verizon Ocean Blue 128GB,4.7,6,0.0,0.0
Samsung,Samsung Galaxy J3 (2018) J377A 16GB Unlocked GSM 4G LTE Phone w/ 8MP Camera - Black (Renewed),3.6,34,115.0,0.0
Motorola,"Motorola Moto One - Android One - 64 GB - 13+2 MP Dual Rear Camera - Dual SIM Unlocked Smartphone (at&T/T-Mobile/MetroPCS/Cricket/H2O) - 5.9"" HD+ Display - XT1941-3 - (International Version) (Black)",4.1,199,162.72,0.0
Motorola,Motorola G6 (XT1925) 32GB GSM Unlocked Android Smartphone (AT&T/T-Mobile/Mint) - Black (Renewed),4.1,73,100.96,107.99
Samsung,"Samsung Galaxy J3 2018 (16GB) J337A - 5.0in HD Display, Android 8.0, 4G LTE AT&T Unlocked GSM Smartphone (Blue/Silver) (Renewed)",3.8,54,104.99,0.0
Motorola,"Motorola Moto G7 Play XT1952 32GB+2GB RAM 5.7"" Max Vision LTE Factory Unlocked (International Model, No Warranty) Deep Indigo",4.2,67,134.0,0.0
HUAWEI,"Huawei Mate 20 Pro LYA-L29 128GB + 6GB - Factory Unlocked International Version - GSM ONLY, NO CDMA - No Warranty in The USA (Twilight) (Renewed)",4.5,2,489.99,0.0
Motorola,AT&T Moto E5 Play with 16GB Memory Prepaid Cell Phone - Black - Carrier Locked to AT&T,4.1,15,53.92,0.0
Sony,Sony Xperia 10 Plus GSM Unlocked Smartphone - Black,3.5,94,327.99,429.99
Nokia,"Nokia 9 PureView - Android 9.0 Pie - 128 GB - Single Sim Unlocked Smartphone (at&T/T-Mobile/Metropcs/Cricket/H2O) - 5.99"" QHD+ Screen - Qi Wireless Charging - Midnight Blue - U.S. Warranty",3.8,61,499.99,699.0
Samsung,Samsung Galaxy S10 Factory Unlocked Phone with 128GB - Prism Black,4.2,346,649.99,899.99
Nokia,"Nokia 3310 3G TA-1036 - Factory Unlocked Feature Phone (Compatible with at&T/T-Mobile/MetroPCS/Cricket/H2O) - 2.4"" Screen (Azure)",3.9,7,59.99,0.0
Xiaomi,"Xiaomi MI Mix 3 (128GB, 6GB) 6.39"" Display, Dual SIM 4G LTE GSM Unlocked Multi-Functional Magnetic Slider Smartphone w/Wireless Charging Pad (Black)",4.3,79,0.0,0.0
Motorola,Motorola Moto X 4th Generation 64GB Factory Unlocked (Black),5.0,1,0.0,0.0
Motorola,"Moto G7 – Unlocked – 64 GB – Ceramic Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, & Metro",4.1,361,179.99,299.99
Motorola,Motorola G7 Play 32GB GSM Nano-SIM Phone w/ 13MP Camera - Deep Indigo,3.1,10,129.99,199.99
Motorola,"Moto G7 – Unlocked – 64 GB – Ceramic Black (US Warranty) - Verizon, AT&T, T-Mobile, Sprint, Boost, Cricket, Metro",4.1,66,0.0,0.0
Samsung,"Samsung Galaxy S10 128GB / 8GB RAM SM-G973F Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version (Prism Blue)",4.3,16,665.0,0.0
Google,Google Pixel 3 128GB Unlocked - White (Renewed),4.6,5,429.0,0.0
HUAWEI,HUAWEI P Smart 2019 Pot-LX3 32GB Unlocked GSM 4G LTE Dual Camera (13MP+2MP) Phone - Coral Red …,4.2,21,239.99,0.0
Google,Google Pixel 3-64GB - Verizon Unlocked - Just Black (Renewed),3.8,6,307.88,329.99
Samsung,Samsung Galaxy Note9 Smartphone 6.4in AT&T Android 512GB (Ocean Blue)(Renewed),1.0,1,469.0,0.0
Motorola,"Motorola Moto G7+ Plus (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model, No Warranty XT1965-2 (Deep Indigo)",4.1,125,202.99,0.0
Motorola,"Motorola Moto G7 (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1962-4 No Warranty (Clear White)",4.0,108,153.99,179.99
Motorola,Moto G7 Power - Unlocked - 64 GB - Marine Blue (No Warranty) - International Model (GSM Only),4.0,455,165.0,299.99
Samsung,Samsung Galaxy S9+ G965U 64GB Lilac Purple - Sprint(Renewed),3.8,9,374.95,0.0
Samsung,Samsung Galaxy J3 Emerge J327P SILVER Android Cell Phone - SPRINT (Renewed),1.0,1,0.0,0.0
Samsung,Samsung Galaxy Note8 Certified Pre-Owned Factory Unlocked Phone - 64GB - Black (1 Year Samsung U.S. Warranty) (Renewed),5.0,1,399.99,0.0
Motorola,Motorola Moto Z3 Play 32GB XT1929-3 Deep Indigo - Sprint (Renewed),5.0,2,149.99,0.0
Samsung,"Samsung Galaxy S10+ Plus 512GB / 8GB RAM SM-G975F/DS Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version No Warranty (Ceramic White)",4.4,40,837.0,0.0
Samsung,"Samsung Galaxy S10e 128GB SM-G970F/DS Hybrid/Dual-SIM (GSM Only, No CDMA) Factory Unlocked 4G/LTE Smartphone - International Version No Warranty (Prism Black)",4.0,8,568.99,0.0
Samsung,Samsung Galaxy S10e Verizon + GSM Unlocked 128GB Prism Blue,5.0,1,0.0,0.0
Motorola,Moto X4 Android One Edition - 64GB - Black - Unlocked,4.2,45,278.99,419.99
Samsung,"Samsung Galaxy Cellphone - S10 AT&T Factory Unlock (Black, 128GB)",3.9,10,643.98,799.99
Samsung,"Samsung Galaxy S10e 128GB+6GB RAM SM-G970 Dual Sim 5.8"" LTE Factory Unlocked Smartphone (International Model) (Prism Black)",4.5,213,541.98,0.0
Samsung,"Samsung Galaxy S10+ Plus 128GB+8GB RAM SM-G975F/DS Dual Sim 6.4"" LTE Factory Unlocked Smartphone International Model, No Warranty (Prism Black)",4.3,193,739.99,0.0
Samsung,"Samsung Galaxy S10 128GB+8GB RAM SM-G973F/DS Dual Sim 6.1"" LTE Factory Unlocked Smartphone (International Model No Warranty) (Prism White)",4.4,300,669.99,673.89
Samsung,"Samsung Galaxy Cellphone - S10+ Plus AT&T Factory Unlock (White, 128GB)",4.5,12,702.97,849.99
Samsung,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 512GB Ceramic Black,5.0,1,1.0,0.0
Apple,"Apple iPhone XR, 64GB, Red - Fully Unlocked (Renewed)",4.4,1,499.99,0.0
Google,Google - Pixel 3 with 64GB Memory Cell Phone (Unlocked) - Just Black,4.0,157,446.61,799.0
Samsung,"Samsung Galaxy S10e Factory Unlocked Phone with 128GB, Prism White (Renewed)",4.0,189,429.99,0.0
Samsung,Samsung Galaxy S10+ Plus Verizon + GSM Unlocked 128GB Blue,5.0,3,709.97,0.0
Samsung,"Samsung Galaxy S10e Factory Unlocked Phone with 128GB (U.S. Warranty), Prism Blue (Renewed)",4.0,189,429.99,0.0
Samsung,"Samsung Galaxy S10 SM-G9730 - International Version - No Warranty in The USA - GSM ONLY, NO CDMA (Prism Black, 128GB/8GB) - Prism Black,128GB/8GB",4.4,9,668.95,0.0
Sony,"Sony Xperia 1 Unlocked Smartphone 6.5"" 4K HDR OLED CinemaWide Display, 128GB - Black - (US Warranty)",4.5,70,748.0,949.99
HUAWEI,"Huawei Y6 2019 MRD-LX3 6.09"" Dewdrop Display 32GB 2GB RAM Dual SIM 13MP+ 8MP A-GPS Fingerprint Factory Unlocked No Warranty US (Blue)",4.0,24,128.97,0.0
OnePlus,OnePlus 6T A6013 128GB Mirror Black - T-Mobile (Renewed),4.3,52,329.95,0.0
Motorola,"Moto Z3 Play - Unlocked - 32 GB - Deep Indigo (US Warranty) - Verizon, AT&T, T-Mobile, Sprint",3.7,33,174.5,0.0
Nokia,"Nokia Mobile Nokia 5.1 Plus - Android 9.0 Pie - 32 GB - Dual Camera - Dual Sim Unlocked Smartphone (AT&T/T-Mobile/Metropcs/Cricket/Mint) - 5.86"" 19: 9 HD+ Screen - Black",3.3,16,149.0,0.0
Samsung,"Samsung A2 Core (SM-A260G/DS) Dual Sim 16GB Factory Unlocked International Version, No Warranty - Blue",3.6,6,85.0,0.0
Samsung,Samsung Galaxy A30 Dual SIM 32GB (SM-A305G/DS) Unlocked Phone GSM International Version - Blue,4.2,352,215.0,0.0
HUAWEI,"Huawei E8372h-608 Unlocked 150 Mbps 4G LTE Modem + WiFi USB Wingle (4G LTE in USA (AT&T), (2G Tmobile Metro PCS) Digitel Europe, Asia, Middle East and Africa) (Unit + 2 Antennas)",3.4,3,79.99,0.0
Xiaomi,"Xiaomi Redmi 7 32Gb+3GB RAM 6.26"" HD+ LTE Factory Unlocked GMS Smartphone (International Version, No Warranty) - Blue",4.4,67,152.5,0.0
Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Black - Unlocked Global Version",4.4,630,167.0,0.0
Motorola,"Motorola Moto G7 (64GB, 4GB RAM) Dual SIM 6.2"" 4G LTE (GSM Only) Factory Unlocked Smartphone International Model XT1962-6 International Version No Warranty",4.0,16,153.0,0.0
Xiaomi,"Xiaomi Redmi Note 7, 64GB/4GB RAM, 6.30'' FHD+, Snapdragon 660, Blue - Unlocked Global Version, No Warranty",4.5,471,166.0,299.99
HUAWEI,HUAWEI P30 Pro Factory Unlocked International Version 128GB Black,4.2,38,686.99,0.0
HUAWEI,"Huawei P30 128GB+6GB RAM (ELE-L29) 6.1"" LTE Factory Unlocked GSM Smartphone (International Version) (Black)",4.5,115,513.99,749.99
Xiaomi,"Xiaomi Redmi Note 7 (64GB, 4GB) 6.3"" Display, 48MP + 5MP AI Dual Rear Camera, Global 4G LTE Dual SIM GSM Factory Unlocked (International Model w/ 64GB MicroSD Bundle) (Black)",4.5,29,180.0,0.0
Apple,"Apple iPhone 7, 128GB, Rose Gold - Fully Unlocked (Renewed)",3.6,4,216.89,0.0
Samsung,Samsung Galaxy A10 A105M 32GB Duos GSM Unlocked Phone w/ 13MP Camera - Blue,4.2,411,167.5,0.0
Xiaomi,"Xiaomi Redmi Note 7 128GB + 4GB RAM 6.3"" FHD+ LTE Factory Unlocked 48MP GSM Smartphone (Global Version, No Warranty) (Neptune Blue)",4.3,272,186.0,0.0
Samsung,"Samsung Galaxy A10 32GB (A105M) 6.2"" HD+ Infinity-V 4G LTE Factory Unlocked GSM Smartphone - Black",4.1,874,0.0,0.0
Xiaomi,"Xiaomi Redmi Note 7 (32GB, 3GB) 6.3"" Display, 48MP + 5MP AI Dual Rear Camera, Global 4G LTE Dual SIM GSM Factory Unlocked - International Model (Neptune Blue)",4.4,40,149.5,0.0
Samsung,Samsung Galaxy A6 SM-A600P 32GB Black (Boost Mobile)(Renewed),3.3,4,124.95,0.0
Xiaomi,"Xiaomi Mi 9 SE Unlocked 6GB/64GB Dual Sim 4G LTE Phone (International Global Version, No Warranty) (Ocean Blue)",4.4,71,264.99,0.0
Samsung,Samsung Galaxy Note 9 N960U 128GB T-Mobile GSM Unlocked Phone (Midnight Black) (Renewed),4.3,10,412.95,0.0
Motorola,"Motorola Moto G6 Play 16GB - 5.7"" 4G LTE Unlocked Smartphone, US Version, XT1922-9 (Deep Indigo) (Renewed)",2.9,13,83.99,89.99
Samsung,"Samsung Galaxy A10 SM-A105FDS 32GB, Dual Sim, 6.2"" HD + Infinity-V Display, 2GB RAM, GSM Unlocked International Model, No Warranty (Black)",4.0,65,159.0,0.0
Xiaomi,"Xiaomi Redmi 7 32Gb+3GB RAM 6.26"" HD+ LTE Factory Unlocked GMS Smartphone (Global Version, No Warranty) (Eclipse Black)",4.4,146,149.0,0.0
Samsung,Samsung Galaxy M10 M105M 16GB Unlocked GSM Phone w/Dual 13 MP & 5 MP Camera - Ocean Blue,4.1,32,149.99,199.99
Xiaomi,"Xiaomi Redmi 7 64GB + 3GB RAM 6.26"" HD+ LTE Factory Unlocked GSM Smartphone (Global Version) (Comet Blue)",4.5,35,152.49,0.0
